,acc_id,account_type,credit_turnover,debit_turnover,month_data_date,acc_status,min_balance,balance,rejected_payments,monthly_payment_scheduled,credit_limit,error_code
6493,65128153,A,206.0,6747.0,2021-07-04 00:00:00,D,-3132,-799,0,3,5000,
6494,65128165,A,3888.0,3169.0,2021-07-04 00:00:00,D,2642,5436,0,3,5000,
6495,65128177,A,4739.0,3835.0,2021-07-04 00:00:00,D,5533,6167,0,3,5000,
6496,65128189,A,157.0,5712.0,2021-07-04 00:00:00,D,-2007,-2107,0,3,5000,
6497,65128201,A,1324.0,870.0,2021-07-04 00:00:00,D,8792,9071,0,3,5000,
6498,65128213,A,2280.0,6195.0,2021-07-04 00:00:00,D,5385,1860,0,3,5000,
6499,65128225,A,5407.0,1397.0,2021-07-04 00:00:00,D,8045,3686,0,3,5000,
6500,65128237,A,3931.0,3498.0,2021-07-04 00:00:00,D,8894,8280,0,3,5000,
6501,65128249,A,3.0,1278.0,2021-07-04 00:00:00,D,8135,3133,0,3,5000,
6502,65128261,A,5023.0,5050.0,2021-07-04 00:00:00,D,2431,3837,1,3,5000,
6509,65128345,A,2015.0,4099.0,2021-07-04 00:00:00,D,3060,2365,0,3,5000,
6511,65128369,A,5071.0,284.0,2021-07-04 00:00:00,D,3437,5787,1,3,5000,
6513,65128393,A,2727.0,3245.0,2021-07-04 00:00:00,D,1962,2541,0,3,5000,
6514,65128405,A,567.0,430.0,2021-07-04 00:00:00,D,5852,2490,0,3,5000,
6515,65128417,A,1388.0,5156.0,2021-07-04 00:00:00,D,-2337,-645,0,3,5000,
6516,65128429,A,3207.0,1196.0,2021-07-04 00:00:00,D,9645,5129,0,3,5000,
6517,65128441,A,587.0,2061.0,2021-07-04 00:00:00,D,4032,3730,0,3,5000,
6518,65128453,A,690.0,6650.0,2021-07-04 00:00:00,D,-5082,-5982,0,3,5000,
6519,65128465,A,889.0,1400.0,2021-07-04 00:00:00,D,4714,3885,0,3,5000,
6520,65128477,A,4106.0,2240.0,2021-07-04 00:00:00,D,4676,5916,0,3,5000,
6521,65128489,A,319.0,5013.0,2021-07-04 00:00:00,D,-7328,-3991,0,3,5000,
6522,65128501,A,5299.0,1938.0,2021-07-04 00:00:00,D,9280,8373,0,3,5000,
6523,65128513,A,4380.0,5016.0,2021-07-04 00:00:00,D,4776,4794,0,3,5000,
6524,65128525,A,339.0,913.0,2021-07-04 00:00:00,D,-353,-2706,0,3,5000,
6525,65128537,A,1403.0,519.0,2021-07-04 00:00:00,D,4607,6514,0,3,5000,
6526,65128549,A,1490.0,2137.0,2021-07-04 00:00:00,D,-2074,-647,0,3,5000,
6527,65128561,A,4780.0,2489.0,2021-07-04 00:00:00,D,1953,6135,0,3,5000,
6528,65128573,A,2508.0,3731.0,2021-07-04 00:00:00,D,-4163,-4205,0,3,5000,
6529,65128585,A,3335.0,4198.0,2021-07-04 00:00:00,D,-676,-1363,0,3,5000,
6530,65128597,A,1759.0,6269.0,2021-07-04 00:00:00,D,-7121,-144,0,3,5000,
6531,65128609,A,2479.0,2243.0,2021-07-04 00:00:00,D,5141,5831,0,3,5000,
6532,65128621,A,149.0,2348.0,2021-07-04 00:00:00,D,1839,-507,0,3,5000,
6533,65128633,A,2484.0,1942.0,2021-07-04 00:00:00,D,3054,2913,0,3,2000,
6534,65128645,A,2770.0,157.0,2021-07-04 00:00:00,D,9494,9669,0,3,2000,
6535,65128657,A,4732.0,3022.0,2021-07-04 00:00:00,D,8501,7085,0,3,2000,
6536,65128669,A,2632.0,4913.0,2021-07-04 00:00:00,D,2233,133,0,3,2000,
6537,65128681,A,1653.0,6717.0,2021-07-04 00:00:00,D,3570,-1047,0,3,2000,
6538,65128693,A,573.0,1727.0,2021-07-04 00:00:00,D,4375,4183,0,3,2000,
6539,65128705,A,720.0,5070.0,2021-07-04 00:00:00,D,483,-1542,0,3,2000,
6540,65128717,A,3853.0,2489.0,2021-07-04 00:00:00,D,787,6118,0,3,2000,
6541,65128729,A,5785.0,3824.0,2021-07-04 00:00:00,D,5709,5873,0,3,2000,
6542,65128741,A,2492.0,1922.0,2021-07-04 00:00:00,D,4790,6144,0,3,2000,
6543,65128753,A,5566.0,4280.0,2021-07-04 00:00:00,D,8298,9826,0,3,2000,
6544,65128765,A,3043.0,6289.0,2021-07-04 00:00:00,D,-2937,-615,0,3,2000,
6545,65128777,A,4076.0,968.0,2021-07-04 00:00:00,D,9369,6086,0,3,2000,
6546,65128789,A,1742.0,6929.0,2021-07-04 00:00:00,D,-655,1867,0,3,2000,
6547,65128801,A,4422.0,2770.0,2021-07-04 00:00:00,D,-848,1481,0,3,2000,
6548,65128813,A,1413.0,3273.0,2021-07-04 00:00:00,D,-1028,-942,0,3,2000,
6549,65128825,A,5395.0,3394.0,2021-07-04 00:00:00,D,5787,9385,0,3,5000,
6550,65128837,A,3898.0,6011.0,2021-07-04 00:00:00,D,-3330,-1773,0,3,5000,
6551,65128849,A,455.0,6245.0,2021-07-04 00:00:00,D,213,-3013,0,3,5000,
6552,65128861,A,4014.0,5550.0,2021-07-04 00:00:00,D,3648,4668,0,3,5000,
6553,65128873,A,2679.0,4076.0,2021-07-04 00:00:00,D,5552,4013,0,3,5000,
6554,65128885,A,3725.0,207.0,2021-07-04 00:00:00,D,12315,10324,0,3,5000,
6555,65128897,A,5723.0,4358.0,2021-07-04 00:00:00,D,5704,3647,0,3,5000,
6556,65128909,A,5928.0,1498.0,2021-07-04 00:00:00,D,15106,12603,0,3,5000,
6557,65128921,A,5910.0,583.0,2021-07-04 00:00:00,D,5137,13203,0,3,5000,
6558,65128933,A,5973.0,4358.0,2021-07-04 00:00:00,D,-3762,3269,0,3,5000,
6559,65128945,A,1774.0,1939.0,2021-07-04 00:00:00,D,4361,6019,0,3,5000,
6560,65128957,A,985.0,6215.0,2021-07-04 00:00:00,D,6535,-2533,0,3,5000,
6561,65128969,A,3251.0,2507.0,2021-07-04 00:00:00,D,3777,3044,0,3,5000,
6562,65128981,A,2049.0,1400.0,2021-07-04 00:00:00,D,-2976,7088,0,3,5000,
6563,65128993,A,3992.0,1114.0,2021-07-04 00:00:00,D,7430,4952,0,3,5000,
6564,65129005,A,3761.0,4369.0,2021-07-04 00:00:00,D,-5432,-1196,0,3,5000,
6565,65129017,A,3774.0,3624.0,2021-07-04 00:00:00,D,587,7824,0,3,5000,
6566,65129029,A,4014.0,2720.0,2021-07-04 00:00:00,D,7702,7453,0,3,5000,
6567,65129041,A,3850.0,1597.0,2021-07-04 00:00:00,D,8699,10547,0,3,5000,
6568,65129053,A,4688.0,141.0,2021-07-04 00:00:00,D,1935,3015,0,3,5000,
6569,65129065,A,5856.0,2379.0,2021-07-04 00:00:00,D,-68,3582,0,3,5000,
6570,65129077,A,1481.0,5679.0,2021-07-04 00:00:00,D,375,4020,0,3,5000,
6571,65129089,A,5544.0,1830.0,2021-07-04 00:00:00,D,9104,8764,0,3,5000,
6572,65129101,A,2238.0,2704.0,2021-07-04 00:00:00,D,5548,2525,0,3,5000,
6573,65129113,A,4386.0,1436.0,2021-07-04 00:00:00,D,8510,9267,0,3,5000,
6574,65129125,A,2604.0,1269.0,2021-07-04 00:00:00,D,3109,1361,0,3,5000,
6575,65129137,A,830.0,2006.0,2021-07-04 00:00:00,D,1101,-132,0,3,5000,
6576,65129149,A,4130.0,1924.0,2021-07-04 00:00:00,D,12180,7983,0,3,5000,
6577,65129161,A,4499.0,1646.0,2021-07-04 00:00:00,D,10704,8934,0,3,5000,
6578,65129173,A,5939.0,4350.0,2021-07-04 00:00:00,D,6572,6868,0,3,5000,
6579,65129185,A,1588.0,3211.0,2021-07-04 00:00:00,D,-2522,332,0,3,5000,
6580,65129197,A,5649.0,4953.0,2021-07-04 00:00:00,D,13577,10398,0,3,5000,
6581,65129209,A,6000.0,5050.0,2021-07-04 00:00:00,D,3717,4576,0,3,5000,
6582,65129221,A,1251.0,1423.0,2021-07-04 00:00:00,D,1195,4319,0,3,5000,
6583,65129233,A,3378.0,4460.0,2021-07-04 00:00:00,D,7364,2402,0,3,5000,
6584,65129245,A,2445.0,4998.0,2021-07-04 00:00:00,D,4044,5065,0,3,5000,
6585,65129257,A,3005.0,6363.0,2021-07-04 00:00:00,D,1158,-2895,0,3,5000,
6586,65129269,A,2888.0,1352.0,2021-07-04 00:00:00,D,12668,5017,0,3,5000,
6587,65129281,A,1252.0,6642.0,2021-07-04 00:00:00,D,-3316,-2868,0,3,5000,
6588,65129293,A,3615.0,2113.0,2021-07-04 00:00:00,D,-1686,2425,0,3,5000,
6589,65129305,A,5946.0,5499.0,2021-07-04 00:00:00,D,-3054,5569,0,3,5000,
6590,65129317,A,2999.0,6965.0,2021-07-04 00:00:00,D,972,-531,0,3,5000,
6591,65129329,A,5540.0,1913.0,2021-07-04 00:00:00,D,7357,9753,0,3,5000,
6592,65129341,A,2554.0,549.0,2021-07-04 00:00:00,D,7018,7847,0,3,5000,
6593,65129353,A,5980.0,3492.0,2021-07-04 00:00:00,D,6,1516,0,3,5000,
6594,65129365,A,594.0,1042.0,2021-07-04 00:00:00,D,8105,6535,0,3,5000,
6595,65129377,A,267.0,6704.0,2021-07-04 00:00:00,D,-9751,-3379,0,3,5000,
6596,65129389,A,5558.0,2112.0,2021-07-04 00:00:00,D,1147,7103,0,3,5000,
6597,65129401,A,3165.0,12.0,2021-07-04 00:00:00,D,9614,8178,0,3,5000,
6598,65129413,A,2241.0,6648.0,2021-07-04 00:00:00,D,-2913,-2291,0,3,5000,
6599,65129425,A,3614.0,141.0,2021-07-04 00:00:00,D,6987,6158,0,3,5000,
6600,65129437,A,3385.0,5395.0,2021-07-04 00:00:00,D,-287,139,0,3,5000,
6601,65129449,A,3024.0,4257.0,2021-07-04 00:00:00,D,5452,6790,0,3,5000,
6602,65129461,A,3155.0,1552.0,2021-07-04 00:00:00,D,4044,2866,0,3,5000,
6603,65129473,A,2985.0,6751.0,2021-07-04 00:00:00,D,-3042,8,0,3,5000,
6604,65129485,A,2617.0,3226.0,2021-07-04 00:00:00,D,748,3587,0,3,5000,
6605,65129497,A,1914.0,3051.0,2021-07-04 00:00:00,D,-1085,582,0,3,5000,
6606,65129509,A,4744.0,3257.0,2021-07-04 00:00:00,D,-1944,1875,0,3,5000,
6607,65129521,A,3121.0,2434.0,2021-07-04 00:00:00,D,10042,6554,0,3,5000,
6608,65129533,A,1803.0,1707.0,2021-07-04 00:00:00,D,7273,5212,0,3,5000,
6609,65129545,A,3704.0,903.0,2021-07-04 00:00:00,D,14309,9861,0,3,5000,
6610,65129557,A,1419.0,6983.0,2021-07-04 00:00:00,D,-4732,-4252,0,3,5000,
6611,65129569,A,5556.0,4380.0,2021-07-04 00:00:00,D,4948,3720,0,3,5000,
6612,65129581,A,2442.0,12.0,2021-07-04 00:00:00,D,4992,5124,0,3,5000,
6613,65129593,A,480.0,1050.0,2021-07-04 00:00:00,D,-4711,-1394,0,3,5000,
6614,65129605,A,4346.0,6573.0,2021-07-04 00:00:00,D,-2248,3453,0,3,5000,
6615,65129617,A,608.0,1633.0,2021-07-04 00:00:00,D,3921,8075,0,3,5000,
6616,65129629,A,3233.0,4441.0,2021-07-04 00:00:00,D,969,5671,0,3,5000,
6617,65129641,A,245.0,6036.0,2021-07-04 00:00:00,D,-1508,168,0,3,5000,
6618,65129653,A,5555.0,791.0,2021-07-04 00:00:00,D,5446,12072,0,3,5000,
6619,65129665,A,3796.0,1486.0,2021-07-04 00:00:00,D,8571,8976,0,3,5000,
6620,65129677,A,542.0,3337.0,2021-07-04 00:00:00,D,5894,5473,0,3,5000,
6621,65129689,A,2514.0,5933.0,2021-07-04 00:00:00,D,-1477,1000,0,3,5000,
6622,65129701,A,242.0,6950.0,2021-07-04 00:00:00,D,-1724,-1113,0,3,5000,
6623,65129713,A,2675.0,4419.0,2021-07-04 00:00:00,D,15,2118,0,3,5000,
6624,65129725,A,80.0,170.0,2021-07-04 00:00:00,D,1180,3583,0,3,5000,
6625,65129737,A,5634.0,2520.0,2021-07-04 00:00:00,D,6880,7190,0,3,5000,
6626,65129749,A,708.0,3554.0,2021-07-04 00:00:00,D,-4719,-2629,0,3,5000,
6627,65129761,A,5273.0,3555.0,2021-07-04 00:00:00,D,-900,1752,0,3,5000,
6628,65129773,A,1856.0,2281.0,2021-07-04 00:00:00,D,559,1310,0,3,5000,
6629,65129785,A,1404.0,134.0,2021-07-04 00:00:00,D,5206,5436,0,3,5000,
6630,65129797,A,916.0,1483.0,2021-07-04 00:00:00,D,1594,3812,0,3,5000,
6631,65129809,A,2319.0,2444.0,2021-07-04 00:00:00,D,9136,4991,0,3,5000,
6632,65129821,A,850.0,1852.0,2021-07-04 00:00:00,D,4971,3006,0,3,5000,
6633,65129833,A,2834.0,1705.0,2021-07-04 00:00:00,D,6817,4537,0,3,5000,
6634,65129845,A,1582.0,537.0,2021-07-04 00:00:00,D,-466,1469,0,3,5000,
6635,65129857,A,5148.0,4645.0,2021-07-04 00:00:00,D,2563,356,0,3,5000,
6636,65129869,A,1918.0,3138.0,2021-07-04 00:00:00,D,-5040,-2342,0,3,5000,
6637,65129881,A,4800.0,1593.0,2021-07-04 00:00:00,D,7068,4152,0,3,5000,
6638,65129893,A,2282.0,6193.0,2021-07-04 00:00:00,D,-1577,-230,0,3,5000,
6639,65129905,A,572.0,585.0,2021-07-04 00:00:00,D,3168,5094,0,3,5000,
6640,65129917,A,2333.0,4641.0,2021-07-04 00:00:00,D,-3636,3538,0,3,5000,
6641,65129929,A,211.0,4951.0,2021-07-04 00:00:00,D,3080,138,0,3,5000,
6642,65129941,A,5343.0,2354.0,2021-07-04 00:00:00,D,4416,2516,0,3,5000,
6643,65129953,A,2616.0,550.0,2021-07-04 00:00:00,D,3261,2000,0,3,5000,
6644,65129965,A,541.0,5156.0,2021-07-04 00:00:00,D,2305,-204,0,3,5000,
6645,65129977,A,4113.0,1236.0,2021-07-04 00:00:00,D,3769,11745,0,3,5000,
6646,65129989,A,2790.0,3391.0,2021-07-04 00:00:00,D,151,-99,0,3,5000,
6647,65130001,A,1100.0,1414.0,2021-07-04 00:00:00,D,8691,4093,0,3,5000,
6648,65130013,A,1861.0,2158.0,2021-07-04 00:00:00,D,7642,3455,0,3,5000,
6649,65130025,A,5607.0,6961.0,2021-07-04 00:00:00,D,558,3,0,3,5000,
6650,65130037,A,2785.0,6353.0,2021-07-04 00:00:00,D,-458,2563,0,3,5000,
6651,65130049,A,5958.0,2865.0,2021-07-04 00:00:00,D,2674,2797,0,3,5000,
6652,65130061,A,4442.0,3191.0,2021-07-04 00:00:00,D,-2011,2966,0,3,5000,
6653,65130073,A,4876.0,1617.0,2021-07-04 00:00:00,D,7178,5368,0,3,5000,
6654,65130085,A,1247.0,5964.0,2021-07-04 00:00:00,D,-2494,134,0,3,5000,
6655,65130097,A,5876.0,6958.0,2021-07-04 00:00:00,D,7537,3067,0,3,5000,
6656,65130109,A,3963.0,6356.0,2021-07-04 00:00:00,D,-1787,-448,0,3,5000,
6657,65130121,A,3480.0,1274.0,2021-07-04 00:00:00,D,2752,2568,0,3,5000,
6658,65130133,A,2383.0,1137.0,2021-07-04 00:00:00,D,4832,2538,0,3,5000,
6659,65130145,A,4436.0,5451.0,2021-07-04 00:00:00,D,-5670,44,0,3,5000,
6660,65130157,A,2398.0,2353.0,2021-07-04 00:00:00,D,-1206,-588,0,3,5000,
6661,65130169,A,4047.0,3060.0,2021-07-04 00:00:00,D,6252,5177,0,3,5000,
6662,65130181,A,3906.0,6732.0,2021-07-04 00:00:00,D,-5781,1509,0,3,5000,
6663,65130193,A,1053.0,627.0,2021-07-04 00:00:00,D,-4572,-1260,0,3,5000,
6664,65130205,A,625.0,5329.0,2021-07-04 00:00:00,D,-9979,-2519,0,3,5000,
6665,65130217,A,2546.0,1070.0,2021-07-04 00:00:00,D,5104,5464,0,3,5000,
6666,65130229,A,2055.0,2299.0,2021-07-04 00:00:00,D,2479,5419,0,3,5000,
6667,65130241,A,324.0,1402.0,2021-07-04 00:00:00,D,5527,3746,0,3,5000,
6668,65130253,A,12.0,5536.0,2021-07-04 00:00:00,D,-2358,-1802,0,3,5000,
6669,65130265,A,3923.0,425.0,2021-07-04 00:00:00,D,-9517,4332,0,3,5000,
6670,65130277,A,699.0,1333.0,2021-07-04 00:00:00,D,1501,2373,0,3,5000,
6671,65130289,A,4847.0,919.0,2021-07-04 00:00:00,D,5404,6343,0,3,5000,
6672,65130301,A,3484.0,2580.0,2021-07-04 00:00:00,D,3261,3731,0,3,5000,
6673,65130313,A,3679.0,1251.0,2021-07-04 00:00:00,D,2477,5490,0,3,5000,
6674,65130325,A,1864.0,6915.0,2021-07-04 00:00:00,D,3781,1085,0,3,5000,
6675,65130337,A,3210.0,5898.0,2021-07-04 00:00:00,D,-1523,-2286,0,3,5000,
6676,65130349,A,4781.0,2159.0,2021-07-04 00:00:00,D,6720,6850,0,3,5000,
6677,65130361,A,3008.0,2772.0,2021-07-04 00:00:00,D,-4143,3701,0,3,5000,
6678,65130373,A,2172.0,412.0,2021-07-04 00:00:00,D,668,2322,0,3,5000,
6679,65130385,A,3395.0,5918.0,2021-07-04 00:00:00,D,6372,3982,0,3,5000,
6680,65130397,A,3857.0,5515.0,2021-07-04 00:00:00,D,1612,-57,0,3,5000,
6681,65130409,A,3322.0,399.0,2021-07-04 00:00:00,D,54,3688,0,3,5000,
6682,65130421,A,5145.0,2836.0,2021-07-04 00:00:00,D,-3172,493,0,3,5000,
6683,65130433,A,2851.0,4161.0,2021-07-04 00:00:00,D,3900,1733,0,3,5000,
6684,65130445,A,3037.0,1667.0,2021-07-04 00:00:00,D,-1755,506,0,3,5000,
6685,65130457,A,4038.0,5072.0,2021-07-04 00:00:00,D,1054,3337,0,3,5000,
6686,65130469,A,3355.0,1931.0,2021-07-04 00:00:00,D,4223,5291,0,3,5000,
6687,65130481,A,1259.0,2196.0,2021-07-04 00:00:00,D,10933,5850,0,3,5000,
6688,65130493,A,4623.0,2797.0,2021-07-04 00:00:00,D,10980,8939,0,3,5000,
6689,65130505,A,1662.0,40.0,2021-07-04 00:00:00,D,994,-92,0,3,5000,
6690,65130517,A,2824.0,3080.0,2021-07-04 00:00:00,D,4429,5627,0,3,5000,
6691,65130529,A,693.0,572.0,2021-07-04 00:00:00,D,11302,6524,0,3,5000,
6692,65130541,A,4786.0,155.0,2021-07-04 00:00:00,D,7331,5851,0,3,5000,
6693,65130553,A,877.0,6420.0,2021-07-04 00:00:00,D,-2560,436,0,3,5000,
6694,65130565,A,5315.0,4079.0,2021-07-04 00:00:00,D,-1155,3161,0,3,5000,
6695,65130577,A,4332.0,6803.0,2021-07-04 00:00:00,D,2047,2041,0,3,5000,
6696,65130589,A,3444.0,5214.0,2021-07-04 00:00:00,D,6484,4874,0,3,5000,
6697,65130601,A,3589.0,2647.0,2021-07-04 00:00:00,D,4358,3005,0,3,5000,
6698,65130613,A,337.0,4136.0,2021-07-04 00:00:00,D,-6339,2621,0,3,5000,
6699,65130625,A,549.0,5614.0,2021-07-04 00:00:00,D,13860,2191,0,3,5000,
6700,65130637,A,3346.0,1541.0,2021-07-04 00:00:00,D,-225,2065,0,3,5000,
6701,65130649,A,5986.0,5751.0,2021-07-04 00:00:00,D,9030,9639,0,3,5000,
6702,65130661,A,4698.0,6865.0,2021-07-04 00:00:00,D,5309,3246,0,3,5000,
6703,65130673,A,2449.0,5248.0,2021-07-04 00:00:00,D,1482,1063,0,3,5000,
6704,65130685,A,1409.0,1780.0,2021-07-04 00:00:00,D,2103,2714,0,3,5000,
6705,65130697,A,2980.0,210.0,2021-07-04 00:00:00,D,4527,10367,0,3,5000,
6706,65130709,A,2991.0,6755.0,2021-07-04 00:00:00,D,-3085,-582,0,3,5000,
6707,65130721,A,5191.0,883.0,2021-07-04 00:00:00,D,6526,4005,0,3,5000,
6708,65130733,A,3657.0,4581.0,2021-07-04 00:00:00,D,411,6327,0,3,5000,
6709,65130745,A,4945.0,2779.0,2021-07-04 00:00:00,D,-2005,2844,0,3,5000,
6710,65130757,A,1512.0,5734.0,2021-07-04 00:00:00,D,-2814,-5014,0,3,5000,
6711,65130769,A,1306.0,23.0,2021-07-04 00:00:00,D,308,3157,0,3,5000,
6712,65130781,A,3034.0,4713.0,2021-07-04 00:00:00,D,929,2101,0,3,5000,
6713,65130793,A,5732.0,6049.0,2021-07-04 00:00:00,D,-2150,58,0,3,5000,
6714,65130805,A,2615.0,5306.0,2021-07-04 00:00:00,D,-5251,-2832,0,3,5000,
6715,65130817,A,182.0,3382.0,2021-07-04 00:00:00,D,-4739,-9,0,3,5000,
6716,65130829,A,1450.0,4620.0,2021-07-04 00:00:00,D,2196,3372,0,3,5000,
6717,65130841,A,3773.0,250.0,2021-07-04 00:00:00,D,-1163,5189,0,3,5000,
6718,65130853,A,4555.0,3040.0,2021-07-04 00:00:00,D,6945,10917,0,3,5000,
6719,65130865,A,2317.0,2588.0,2021-07-04 00:00:00,D,1565,-1308,0,3,5000,
6720,65130877,A,2402.0,6098.0,2021-07-04 00:00:00,D,-4469,-3854,0,3,5000,
6721,65130889,A,5535.0,6509.0,2021-07-04 00:00:00,D,8927,5501,0,3,5000,
6722,65130901,A,2474.0,6610.0,2021-07-04 00:00:00,D,-1951,-1204,0,3,5000,
6723,65130913,A,4434.0,138.0,2021-07-04 00:00:00,D,3070,4342,0,3,5000,
6724,65130925,A,5134.0,3967.0,2021-07-04 00:00:00,D,4075,4684,0,3,5000,
6725,65130937,A,3752.0,763.0,2021-07-04 00:00:00,D,7455,4938,0,3,5000,
6726,65130949,A,4831.0,768.0,2021-07-04 00:00:00,D,11720,9833,0,3,5000,
6727,55578874,A,2500.0,3787.0,2021-04-07 00:00:00,D,-2377,-63,0,3,5000,
6728,55578899,A,2714.0,3387.0,2021-07-04 00:00:00,D,-2353,274,0,3,5000,
6729,55578924,A,5366.0,1822.0,2021-07-04 00:00:00,D,-2718,6067,0,3,5000,
6730,55578949,A,5723.0,1259.0,2021-07-04 00:00:00,D,6539,9314,0,3,5000,
6731,55578974,A,117.0,4603.0,2021-07-04 00:00:00,D,3731,3854,0,3,5000,
6732,55578999,A,81.0,6702.0,2021-07-04 00:00:00,D,-5322,-2645,0,3,5000,
6733,55579024,A,5102.0,1014.0,2021-07-04 00:00:00,D,6534,7674,0,3,5000,
6734,55579049,A,3989.0,659.0,2021-07-04 00:00:00,D,10728,7456,0,3,5000,
6735,55579074,A,3495.0,3865.0,2021-07-04 00:00:00,D,1229,2006,0,3,5000,
6736,55579099,A,2958.0,4065.0,2021-07-04 00:00:00,D,4583,4810,0,3,5000,
6737,55579124,A,3396.0,130.0,2021-07-04 00:00:00,D,1436,4702,0,3,5000,
6738,55579149,A,1480.0,3507.0,2021-07-04 00:00:00,D,-2891,-850,0,3,5000,
6739,55579174,A,5538.0,6912.0,2021-07-04 00:00:00,D,3649,4893,0,3,5000,
6740,55579199,A,2051.0,4828.0,2021-07-04 00:00:00,D,-2386,3750,0,3,5000,
6741,55579224,A,2243.0,2916.0,2021-07-04 00:00:00,D,11073,4901,0,3,5000,
6742,55579249,A,12.0,6275.0,2021-07-04 00:00:00,D,-4851,-982,0,3,5000,
6743,55579274,A,5628.0,6904.0,2021-07-04 00:00:00,D,-2861,-435,0,3,5000,
6744,55579299,A,5933.0,4432.0,2021-07-04 00:00:00,D,6012,5511,0,3,5000,
6745,55579324,A,48.0,1133.0,2021-07-04 00:00:00,D,1149,2741,0,3,5000,
6746,55579349,A,1689.0,1726.0,2021-07-04 00:00:00,D,-10619,3394,0,3,5000,
6747,55579374,A,1242.0,5303.0,2021-07-04 00:00:00,D,-2370,-1859,0,3,5000,
6748,55579399,A,455.0,2203.0,2021-07-04 00:00:00,D,-4162,-1502,0,3,5000,
6749,55579424,A,1287.0,162.0,2021-07-04 00:00:00,D,7448,8353,0,3,5000,
6750,55579449,A,369.0,2735.0,2021-07-04 00:00:00,D,-2303,-1051,0,3,5000,
6751,55579474,A,5591.0,6576.0,2021-07-04 00:00:00,D,11459,4229,0,3,5000,
6752,55579499,A,1977.0,6075.0,2021-07-04 00:00:00,D,3071,1479,0,3,5000,
6753,55579524,A,170.0,3129.0,2021-07-04 00:00:00,D,-2444,1855,0,3,5000,
6754,55579549,A,1088.0,124.0,2021-07-04 00:00:00,D,8339,7272,0,3,5000,
6755,55579574,A,3188.0,3734.0,2021-07-04 00:00:00,D,1537,6523,0,3,5000,
6756,55579599,A,1123.0,6991.0,2021-07-04 00:00:00,D,-4651,-4803,0,3,5000,
6757,55579624,A,1328.0,5364.0,2021-07-04 00:00:00,D,4034,4658,0,3,5000,
6758,55579649,A,4687.0,5062.0,2021-07-04 00:00:00,D,2594,7467,0,3,5000,
6759,55579674,A,5149.0,3390.0,2021-07-04 00:00:00,D,4552,2942,0,3,5000,
6760,55579699,A,5342.0,3805.0,2021-07-04 00:00:00,D,4547,4367,0,3,5000,
6761,55579724,A,701.0,6351.0,2021-07-04 00:00:00,D,-6711,-1123,0,3,5000,
6762,55579749,A,628.0,4606.0,2021-07-04 00:00:00,D,-4657,-4547,0,3,5000,
6763,55579774,A,5836.0,3897.0,2021-07-04 00:00:00,D,9605,9394,0,3,5000,
6764,55579799,A,3971.0,324.0,2021-07-04 00:00:00,D,6257,8059,0,3,5000,
6765,55579824,A,4875.0,4841.0,2021-07-04 00:00:00,D,-3693,3019,0,3,5000,
6766,55579849,A,213.0,3077.0,2021-07-04 00:00:00,D,-1009,440,0,3,5000,
6767,55579874,A,1054.0,2652.0,2021-07-04 00:00:00,D,-1723,2396,0,3,5000,
6768,55579899,A,1097.0,4305.0,2021-07-04 00:00:00,D,-3804,-2820,0,3,5000,
6769,55579924,A,3756.0,6144.0,2021-07-04 00:00:00,D,-1173,3446,0,3,5000,
6770,55579949,A,639.0,2499.0,2021-07-04 00:00:00,D,-6777,2363,0,3,5000,
6771,55579974,A,2059.0,2309.0,2021-07-04 00:00:00,D,14163,6222,0,3,5000,
6772,55579999,A,4767.0,802.0,2021-07-04 00:00:00,D,12874,11245,0,3,5000,
6773,55580024,A,3882.0,6213.0,2021-07-04 00:00:00,D,-1790,-1535,0,3,5000,
6774,55580049,A,4785.0,6.0,2021-07-04 00:00:00,D,2843,2450,0,3,5000,
6775,55580074,A,5389.0,5567.0,2021-07-04 00:00:00,D,-1385,1750,0,3,5000,
6776,55580099,A,1664.0,2129.0,2021-07-04 00:00:00,D,1442,2379,0,3,5000,
6777,55580124,A,582.0,4673.0,2021-07-04 00:00:00,D,-3312,876,0,3,5000,
6778,55580149,A,3382.0,1350.0,2021-07-04 00:00:00,D,192,2360,0,3,5000,
6779,55580174,A,5743.0,4413.0,2021-07-04 00:00:00,D,4851,4793,0,3,5000,
6780,55580199,A,5100.0,3510.0,2021-07-04 00:00:00,D,3338,786,0,3,5000,
6781,55580224,A,1754.0,5521.0,2021-07-04 00:00:00,D,1804,-159,0,3,5000,
6782,55580249,A,948.0,3377.0,2021-07-04 00:00:00,D,-2747,1122,0,3,5000,
6783,55580274,A,4865.0,6707.0,2021-07-04 00:00:00,D,-1911,-1902,0,3,5000,
6784,55580299,A,3476.0,3462.0,2021-07-04 00:00:00,D,2565,2681,0,3,5000,
6785,55580324,A,928.0,5619.0,2021-07-04 00:00:00,D,-7605,-6568,0,3,5000,
6786,55580349,A,3828.0,6643.0,2021-07-04 00:00:00,D,-10140,-1869,0,3,5000,
6787,55580374,A,3012.0,2613.0,2021-07-04 00:00:00,D,9196,9884,0,3,5000,
6788,55580399,A,1147.0,4583.0,2021-07-04 00:00:00,D,-2398,-15,0,3,5000,
6789,55580424,A,5359.0,516.0,2021-07-04 00:00:00,D,6634,6880,0,3,5000,
6790,55580449,A,3131.0,1226.0,2021-07-04 00:00:00,D,-1030,1686,0,3,5000,
